Site,Type,Latitude,Longitude,22000-21000,21000-20000,20000-19000,19000-18000,18000-17000,17000-16000,16000-15000,15000-14000,14000-13000,13000-12000,12000-11000,11000-10000,10000-9000,9000-8000,8000-7000,7000-6000,6000-5000,5000-4000,4000-3000,3000-2000,2000-1000,1000-present
Baseball Bog,Pollen,47.23,-79.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704225352,0,0.904977376,0.943396226,
Bear Bog,Pollen,47.18,-80.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970873786,2.66007319367,0.7583465804,0.644994962667,1.195352048,0,0,0,
Border Beacon,Pollen,55.333333,-63.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995024876,0,2.24357387,0,0,0,
Compass Pond,Pollen,50.034167,-56.196389,0,0,0,0,0,0,0,0,7.547169811,0,0,0,2.752293578,6.940063091,4.239401496,2.6608074175,3.3783679625,3.59248635214,5.04959713271,4.40168612333,5.76549727975,6.17579866757,
Cranberry Lake,Pollen,44.1,-78.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,
Crawford Lake,Pollen,43.5,-79.83,0,0,0,0,0,0,0,0,0,0,0,0,0.232018561,0,0,0,0,0,0,0,0,0,
Fawn Lake (CA:Ontario),Pollen,45.41,-79.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395256917,0.952380952,0,0,0,0,0,2.201257862,
Fiddler's Pond,Pollen,56.25,-121.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.623376623,0,1.5984811365,
Furnival Lake,Pollen,48.21,-84.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.93280062625,1.236355007,0,2.833333333,2.3333333335,3.488372093,3.1605758585,2.5148134575,
Green Point Pond,Pollen,49.67,-57.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.955223881,0,9.452736318,6.7904040405,3.980099502,0,6.329113924,
Grenadier Pond,Pollen,43.64,-79.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1683725365,0.427073853,0,0.327868852,
Humber Pond 5,Pollen,43.64,-79.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380228137,
Hynes Brook Salt Marsh,Pollen,48.618611,-58.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,23.156480015,0,0,
Wilcox Lake,Pollen,43.95,-79.43,0,0,0,0,0,0,0,0,0,0.956937799,2.6167482972,1.492537313,0.742610477,0.650414242333,0,0,0,0.975609756,0.4784689,0.462962963,0,0,
Lac Colin,Pollen,46.716667,-70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,8.138238573,0,0,0,0,0,0,0,0,
Lake A,Pollen,55.33119,-105.055315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187265918,0,0,0,0,0,0,0,
Lake GB2,Pollen,56.1,-75.283333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0.157480315,0,0.255238412,0.20550546825,
Lake QC,Pollen,46.828333,-80.698333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307189542,1.492273731,0.4955959175,0.331125828,0.773008101667,0.4961423295,1.10306265067,0.666666667,
McCarston's Lake,Pollen,45.05,-80.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19510555067,0.328947368,0.336700337,0,0.41282348325,0.4977924945,0.986842105,0.660066007,0.4994462905,
Pinecrest Lake,Pollen,49.49313,-121.432065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473933649,1.9951994094,1.267828843,0,1.602359441,0,0,
Pixie Lake,Pollen,48.596389,-124.196667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732600733,1.465920481,0,
Lac des Roches Moutonn̩es,Pollen,56.766667,-64.816667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289017341,0,0.306748466,0,0,
Saint John Island Pond,Pollen,53.95,-58.916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85915493,12.303237512,7.788532524,5.571847507,5.4996618965,4.530744337,6.02666123567,
Watchtower Basin,Pollen,52.783333,-117.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90662582533,0,0,0,0,0,0,2.605863192,
Wylde Lake,Pollen,43.91,-80.4,0,0,0,0,0,0,0,0,0,1.0,0,0.495049505,4.50351010667,3.068263734,1.6533827636,1.12651886333,0.492610837,0.477329688,0.486303507667,1.1906389575,0.9434172175,1.07678945967,
Found Lake,Pollen,45.55,-78.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869565217,0,0,0,0,0,0,
Dog Lake,Pollen,50.780545,-115.92977,0,0,0,0,0,0,0,0,0,0,0,0,1.691302225,2.5,0,0,0.843367275,1.10308388533,1.73289547836,1.37758953829,1.68078095438,1.74533610625,
Mallard Pond,Pollen,51.287795,-101.32475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170261067,
Crawford Bog,Pollen,43.46652778,-79.94916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9791965565,0,0,0,0,0,0,0,
Cassiope Pond,Pollen,50.166625,-127.752025,0,0,0,0,0,0,0,2.101576182,3.982012695,5.22551489133,6.83274685833,5.706332975,4.09359679433,5.28668384325,3.158779726,2.220681803,1.82234781525,2.810356282,3.15903301925,5.71028950267,5.36052646125,3.73782895225,
Skinny Lake,Pollen,57.59498,-130.095975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81300813,0,0,0,3.214285714,0,
Spillway Pond,Pollen,56.239975,-130.068815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.552217716,3.091813731,
Dunbar Lake [Big Fish Lake],Pollen,50.78748,-116.388495,0,0,0,1.35501355,0,5.671641791,0,0,0,0,0,0,0,0.502512563,0,0,1.002506266,0,2.678571429,1.358695652,0,0,
Belec Lake Bog,Pollen,51.6175,-82.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.030927835,1.075268817,1.191996594,0,
Twiss Marl Pond,Pollen,43.44083,-79.95551,0,0,0,0,0,0,0,0,0,0,0,0.460829493,0,0,0,0,0,0,0,0,0,0,
Marl Pond,Pollen,55.047975,-105.385195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204081633,0,0,0,0,0,0,0,
NEL03,Pollen,49.496405,-116.905,0,0,0,0,0,0,0,0,0,0,0,0,4.639175258,3.4839472305,7.92031448467,10.0107464003,9.604519774,0,0,7.407407407,0,7.19391484033,
Berry Pond,Pollen,42.5,-73.316667,0,0,0,0,0,0,0,0,0,0,0,0,0.548446069,0,0,0,0.217391304,0,0,0,0,0,
Browns Pond,Pollen,38.154722,-79.616389,0,0,0,0,0.490096828,1.921596244,3.14246208933,5.365247653,3.3618890218,9.0328965335,1.578947368,6.828193833,0,0,0,0,0,0,0,0,0,0,
Buck Lake,Pollen,46.520515,-86.35387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898203593,1.714285714,0,0.2874417685,0.6119870865,0.615384615,0.591715976,0,1.169075907,
Colo Marsh,Pollen,42.02,-93.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8700389785,0.4752931135,0.535475234,0,0,0,0,0,0,
Dunnigan Lake,Pollen,47.708333,-91.641667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2139719944,
Emerald Lake,Pollen,44.066667,-110.3,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,3.25,0,14.6031746,0,0,0,12.93532338,0,0,
Hostage Lake,Pollen,46.55,-94.133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400801603,0,0.128865979,0,
Hug Lake,Pollen,47.958333,-90.933333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50865383949,
Jackson Pond,Pollen,37.43255,-85.72462,0,0,0.628930818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kryzewinski Lake,Pollen,46.353333,-92.870278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4217006665,
Lake of the Clouds,Pollen,48,-91.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0,0,0,0,0.317460317,0,
Longswamp,Pollen,40.483333,-75.666667,0,0,0,0,0,0,0,0,0,0.894106379667,2.797202797,0,2.424242424,1.120448179,0,0,0.490196078,0,0,0,0,0,
Montezuma Well,Pollen,34.6492,-111.75225,0,0,0,0,0,0,0,0,0,0,0,0.2925690025,0.550964187,0,0,0,0,0,0,0,0,0,
Mud Lake,Pollen,47.129415,-88.31698778,0,0,0,0,0,0,0,0,0,0,0,5.423728814,3.2179566544,3.02405066933,0.65558733275,0.696864111,2.11910427525,1.582108501,1.12168610567,1.8458205572,2.64425747075,2.21355200487,
Pilot Mound Site,Pollen,42.16,-93.9,0,0,0,0,0,0,0,0,0,0.714285714,2.229299363,0.787306826667,0,0,0.158982512,0,0,0,0,0,0,0,
Quicksand Pond,Pollen,34.326389,-84.865278,0,0.323624595,0,0,0.302114804,0,0,0.315457413,0,0.315457413,0,0.308641975,0,0.598802395,0,0,0,0,0,0,0,0,
Quillin Site,Pollen,41,-81.966667,0,0,0,0,0,0,0,0,0.906344411,0,0,0,0,0,0,0,0,0,0,0,0,0,
Reichow Pond,Pollen,47.190745,-95.77364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716845878,
Sinkhole Pond,Pollen,43.966667,-70.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228832952,0,0,0,0,0,0,0,0,
Spruce Pond,Pollen,41.239444,-74.204167,0,0,0,0,0,0,0,0,0,0,0.791556728,3.399433428,0.58925627,0.326797386,0,0,0,0,0,0,0,0,
Swamp Lake,Pollen,37.95,-119.816667,0,0,0,0,0,0,1.9622629895,0.746268657,1.52284264,2.3773808245,2.272805967,3.973509934,0.495073891667,0.268817204,0.595238095,0.29154519,0.779220779,0.630252101,0.530503979,0,0,1.53293852025,
Tannersville Bog,Pollen,41.033333,-75.266667,0,0,0,0,0,0,0,0,0,0,0,0.331125828,0,0,0,0,0,0,0,0,0,0,
Tioga Pass Pond,Pollen,37.908333,-119.258333,0,0,0,0,0,0,0,0,0,0,0,0,1.89701897,0,0.503778338,0.426439232,0,0,0,0,0,0,
Unknown Pond,Pollen,45.6,-70.633333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8035390625,0.22172949,2.339418526,0,3.169206366,3.1762974415,4.14168276633,
Upper Graven Lake,Pollen,46.184444,-95.306944,0,0,0,0,0,0,0,0,0,0,0,0.320512821,0,0.090334237,0,0,0,0,0,0,0,0,
Zuehl Farm Site,Pollen,43.03,-93.87,0,0,0,0,0,0,0,0,0,1.257042068,0,0,0.554785021,0,0.38961039,0,0,0,0,0,0,0,
Pretty Lake,Pollen,41.583056,-85.25,0,0,0,0,0,0,0,0,0.211864407,0,0,0,0,0,0,0,0,0,0,0,0,0,
Aino Pond,Pollen,42.679722,-71.926667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366636114,
Little Dollar Lake,Pollen,46.186,-85.3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39440877375,0,0,0.503018109,0.59217347525,0.761192452,
Irwin Smith Bog,Pollen,45.0265,-83.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483091787,0,0,0,0,0,0,
Tower Lake,Pollen,46.542635,-86.037795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.996677741,0,
Baker Lake,Pollen,45.891725,-114.263205,0,0,0,0,0,0,0,0,1.21346717133,1.123595506,0,4.213135068,0,7.9358566835,8.514664144,8.651911469,7.671482846,6.8117781,5.24918611967,7.0297499115,9.2478118745,10.0035971138,
Moose Lake,Pollen,47.883685,-123.35093,0,0,0,0,0,0,0,12.48484848,0,0,0,0,0,0,0,21.1786372,0,0,0,0,0,0,
Appleman Lake,Pollen,41.623285,-85.212085,0,0,0,0,0,0,0,1.577387824,1.466992665,0,0,0,0.290697674,0.581395349,0,0,0,0,0,0,0,0,
Makepeace Cedar Swamp,Pollen,41.93619,-70.75736,0,0,0,0,0,0,0,0,2.2163737085,4.241851677,1.81960124067,0,0,0,0,0,0,0,0,0,0,0,
Lost Park,Pollen,39.2949,-105.5383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331125828,0,0,0,0,0,0,0,
Wolsfeld Woods Marsh,Pollen,45.00373,-93.574555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064766159,0.222189444,
Nichols Meadow,Pollen,37.4235,-119.5785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.831168831,
Dead Horse Lake,Pollen,42.558,-120.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324675325,0.94637224,1.056951945,
Santa Barbara Basin (Core 3H-01),Pollen,34.278,-119.97,0,0,0,0.315457413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Capitola Lake,Pollen,45.519575,-89.55507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287356322,
Chalco Lake,Pollen,19.5,-99,0,0,0.924994264333,0.355871886,0.876139944429,0.3439759105,0.310086156,0,0,0,0.164473684,0,1.0474219135,2.1007946855,2.778175313,2.3982941205,2.65830047833,2.526315789,2.072226665,2.07347531267,0.974658869,1.26619769783,
