Site,Type,Latitude,Longitude,22000-21000,21000-20000,20000-19000,19000-18000,18000-17000,17000-16000,16000-15000,15000-14000,14000-13000,13000-12000,12000-11000,11000-10000,10000-9000,9000-8000,8000-7000,7000-6000,6000-5000,5000-4000,4000-3000,3000-2000,2000-1000,1000-present
Hanging Lake,Pollen,68.383333,-138.383333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lateral Pond,Pollen,65.942222,-135.514167,0,0,0,0,0,0,1.02637862344,0,0,0,0.411584016333,0.030432136,0,0,0,0,0,0,0,0.032916392,0,0,
Buckbean Bog,Pollen,49.11905,-119.68305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289855072,0,0,0,0,0,
Battle Ground Lake,Pollen,45.8,-122.491667,0,0,0,0.4094251335,0.306748466,0.4277947895,0.313479624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beef Pasture,Pollen,37.416667,-108.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245700246,0,
Carp Lake,Pollen,45.918056,-120.880556,0,0.262467192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dead Man Lake,Pollen,36.2375,-108.951667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Floating Island Lake,Pollen,44.55,-107.466667,0,0,0,0,0,0,0,0,0,0,0,0,0.289017341,0,0,0,0,0.333333333,0.324675325,0,0,0,
Glacial Lake,Pollen,64.866667,-166.266667,0,0,0,0,0,0,0.37037037,0,0,0,0,0,0.319488818,0.31152648,0,0.309597523,0.324986505,0,0.347222222,0.41409977475,0.341296928,0,
Guardipee Lake,Pollen,48.55,-112.716667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21141649,
Hidden Lake,Pollen,63.94,-144.658333,0,0,0,0,0,0,0,0.502512563,0,0.319488818,0,0,0.352112676,0,0,0,0,0,0,0,0,0.328947368,
Kaiyak Lake,Pollen,68.15,-161.416667,0,0,0,0,0.432900433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kollioksak,Pollen,66.966667,-156.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247524752,0,0,0,0,0,
Lake West Okoboji,Pollen,43.333333,-95.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315457413,0.3155359135,0,0.279329609,0,0.310559006,0.309597523,0.367231133,0.580026764,
Potato Lake,Pollen,34.462222,-111.345278,0.56022409,0.628930818,0.485436893,0,0.4468246925,0.633833522333,0.489135048,0,0,0.709219858,0,0.257731959,0,0,0,0,0,0,0,0,0.280112045,0,
Ruppert Lake,Pollen,67.07084,-154.244985,0,0,0,0,0,0,0,0,0,0,0,0,0.306748466,0,0,0,0,0,0,0,0,0,
Lowder Creek Bog,Pollen,37.67214,-112.792245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092592593,0,0,0,0,0,0.077760498,0,0,
Bear Lake,Pollen,41.98435,-111.33339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fargher Pond,Pollen,45.886765,-122.51919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stewart Bog,Pollen,35.832,-105.722,0,0,0,0,0,0,0,0,0,0,0,0.655737705,0.372167031667,0,0.334448161,0,0,0,0,0,0,0.387596899,
Nichols Meadow,Pollen,37.4235,-119.5785,0,0,0,0,0,0,0,0,0,0.308641975,0,0,0,0,0,0,0,0,0,0,0,0,
Grass Lake,Pollen,41.6496,-122.16715,0.173761946,0,0,0,0,0.231481481,0,0,0,0,0,0,0,0,0.126903553,0,0,0.105485232,0,0,0,0,
Ruby Marsh,Pollen,41.13395,-115.5049,0,0,0,0,0.332225914,0,0,0,0.297619048,0,0,0,0,0,0,0,0,0,0,0,0,0,
Snipe Lake,Pollen,60.62601,-154.303475,0,0,0,0,0,0,0,0,0.862068966,0,0,0,0,0,0,0,0,0.288184438,0,0,0,0,
Lake Minchumina,Pollen,63.890855,-152.238915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248138958,0.325732899,0,0,0,0,
Zagoskin Lake,Pollen,63.44847,-162.10838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cumbres Bog,Pollen,37.021745,-106.45052,0,0,0,0.31152648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
