Site,Type,Latitude,Longitude,22000-21000,21000-20000,20000-19000,19000-18000,18000-17000,17000-16000,16000-15000,15000-14000,14000-13000,13000-12000,12000-11000,11000-10000,10000-9000,9000-8000,8000-7000,7000-6000,6000-5000,5000-4000,4000-3000,3000-2000,2000-1000,1000-present
Banks Island 74MS12,Pollen,72.366667,-119.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282485876,0,0,0,0,0,0,0,0,
Upper Gillies Lake,Pollen,46.066667,-60.391667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009901,0,0,0,0,0,0,0,0,
Hanging Lake,Pollen,68.383333,-138.383333,0,0,0,0,0,0,0,0,0,0,0.322580645,0,0,0,0,0,0,0,0,0,0,0,
Lake A,Pollen,53.2375,-105.725,0,0,0,0,0,0,0,0,0,0,0,0.343642612,0.260416667,0,0,0.536193029,0,0.261096606,0.253807107,0.269541779,0.325732899,0,
Lateral Pond,Pollen,65.942222,-135.514167,0,0,0,0,0,0,0,0,0,0,0,0.488400488,0.032226877,0,0.1261502515,0,0,0.100226115333,0.066688896,0.060642814,0,0,
M Lake,Pollen,68.266667,-133.466667,0,0,0,0,0,0,0,0,0,0,0.57448919225,0.391399016,0,0,0.293685756,0.117924528,0,0,0,0,0,0,
Pasqua Lake,Pollen,50.78,-104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326797386,
Sleet Lake,Pollen,69.283333,-133.583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334448161,0,0,0.183486239,0.476190476,0,0,
Tonawa Lake,Pollen,44.85,-77.175,0,0,0,0,0,0,0,0,0,0,0.216450216,0,0,0,0,0,0,0,0,0,0,0,
Dog Lake,Pollen,50.780545,-115.92977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319488818,0,
Brother-of-Fog Lake,Pollen,67.193,-63.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Two Horsemen Pond,Pollen,60.850205,-135.769085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243309002,0,0,0,0,0,0,
Rasberry Bog,Pollen,57.484395,-130.829355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314465409,3.448275862,0,0,0.506329114,
Stewert Point Pond,Pollen,72.3515,-120.22,0,0,0,0,0,0,0,0,0,0,0,0.286532951,0,1.618122977,0.571428571,0,0,0.900900901,0,0,0,0,
Porcupine Mountain,Pollen,52.50635,-101.62995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237529691,0.238663484,0.802578566,0,0.283286119,0,0.332225914,0.331125828,
Patricia Bay Lake,Pollen,70.46194444,-68.50277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578034682,0.694444444,0.4152122405,0.3003003,0,0,0,
Spirea Wetland,Pollen,43.26191,-80.25924167,0,0,0,0,0,0,0,0,0,0,0,0,0.123762376,0,0,0,0,0,0,0,0.251256281,0,
Angal Lake,Pollen,67.133333,-153.9,0,0,0,0,0,0,0,0,0,0,0,0,0.314465409,0,0,0,0,0,0,0,0,0,
Clear Pond,Pollen,33.798895,-78.95336,0,0,0,0,0,0,0,0,1.108033241,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cottonwood Lake,Pollen,44.835435,-99.90806,0,0,0,0,0,0,0,0,0,0,0,0.264888337,0.221878798,0,0,0,0,0,0,0,0,0,
Gould Pond,Pollen,44.983333,-69.316667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330033003,
Spiritwood Lake,Pollen,47.074695,-98.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546448087,0,
Joe Lake,Pollen,66.766667,-157.216667,0,0,0,0,1.136363636,2.303262956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kaiyak Lake,Pollen,68.15,-161.416667,0,0,0.925925926,0,0,0.289855072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mansell Pond,Pollen,45.041667,-68.733333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097276265,0.225988701,
Pickerel Lake,Pollen,45.501375,-97.27683,0,0,0,0,0,0,0,0,0,0,0,0.5278208335,0,0.610767455429,0.526538106875,0.7049194814,0.481799819,0.401748893,0.795509858333,0.55401662,0.9616187695,0.3783194095,
