Site,Type,Latitude,Longitude,22000-21000,21000-20000,20000-19000,19000-18000,18000-17000,17000-16000,16000-15000,15000-14000,14000-13000,13000-12000,12000-11000,11000-10000,10000-9000,9000-8000,8000-7000,7000-6000,6000-5000,5000-4000,4000-3000,3000-2000,2000-1000,1000-present
Baseball Bog,Pollen,47.23,-79.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754385965,1.12236251367,0.487804878,0.934579439,0,0.454545455,0.483091787,0.483091787,
Cranberry Lake,Pollen,44.1,-78.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,4.67922948067,2.7857142855,
Creditview Wetland,Pollen,43.6,-79.6,0,0,0,0,0,0,0,0,0,0,0,0.328947368,0,0,0,0,0,0,0,0,0,0,
Lake Erie,Pollen,41.92,-82.76,0,0,0,0,0,0,2.601156069,1.842546064,1.088270859,2.279635258,0.527704485,0.992124571,2.00268282633,2.026070159,1.30372175,1.2709087635,0.7698157185,0.819672131,0.877192982,1.0247832645,1.2985836625,1.14509637967,
Lac Ã  la Fourche,Pollen,47.609722,-70.615833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502512563,0.215053763,0,0,0,0,0,0,
Georgian Bay  Lake Huron (1),Pollen,44.74,-80.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Georgian Bay  Lake Huron (2),Pollen,45.17,-81.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jones Lake [Glenboro site],Pollen,49.448,-99.28965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287916388,0.191204589,0.5859375,0.186235885,0.361663653,0,0,0,0,
Humber Pond 7,Pollen,43.65,-79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4469753545,0,0,
Inglesby Lake,Pollen,44.483333,-77.05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.4800995025,0,0,0,0,0,0,0,
Lake GB1,Pollen,55.110833,-75.248889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169204738,0,
Lake PWWL,Pollen,73.591389,-98.538889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389105058,0,0.480769231,0,
Maplehurst Lake,Pollen,43.225,-80.659722,0,0,0,0,0,0,0,0,1.724137931,3.395462311,0.5868780095,3.738317757,4.7347336945,4.65848888333,10.7807933895,7.37160280425,0,2.222222222,0,0,3.524229075,5.0029060965,
Paynter Marsh,Pollen,44.1,-78.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847457627,0,0,0,0,
Pitcher Bog,Pollen,44.82,-79.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.832061069,0,0,0,
Porqui Pond,Pollen,44.93,-79.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0,0,0,0,0,0,
Portage Bog,Pollen,46.673611,-64.075,0,0,0,0,0,0,0,0,0,0,1.129943503,1.44827693525,1.28152644533,0,1.6515779675,0.476190476,0,1.047685219,0,0,0,0.267379679,
Saint-Francois de Sales,Pollen,48.293889,-72.146944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163398693,0,0,
Bass Pond,Pollen,50.71505,-57.374385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191204589,0.17921147,0,0,0,0.225225225,
Island Lake,Pollen,47.830255,-66.18227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187617261,0,0.197238659,0,0,0,0,
Rice Lake,Pollen,44.199085,-78.14232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.098360656,0,0,0,
Dugas Bay Bog,Pollen,46.31027699,-79.38083626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8444668688,0.932416201,0.469576718,0.471452075333,0.41346587,
Kilbride Swamp,Pollen,43.46458333,-79.91541667,0,0,0,3.5,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,
Mark Pond,Pollen,51.83986111,-89.61541667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446428571,0,1.298701299,0,0,0,0,0.454545455,
Lovesick Lake,Pollen,44.55680556,-78.22479722,0,0,0,0,0,0,0,0,0,0,0,0,0,6.796116505,10.34482759,0,0,4.77774665,7.11789317325,2.857142857,0,0,
Disterhaft Farm Bog,Pollen,43.916944,-89.166944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32528909,2.0,1.713844118,1.10328522867,0,0,
Gould's Bog,Pollen,42.533333,-72.183333,0,0,0,0,0,0,0,0,0,0,0,0,0.076745971,0,0,0,0,0,0,0,0,0,
Hansen Marsh,Pollen,43.439585,-89.670815,0,0,0,0,0,0,0,0,0,0,0,1.011261261,0,0,0,0,0,0,0,0,0,0,
Iola Bog,Pollen,44.5,-89.116944,0,0,0,0,0,0,0,0,0,0,3.13818192822,4.40905181744,2.345854131,3.2155583652,5.02505856675,5.67875343767,5.369914661,2.89296554367,2.75379600633,1.996007984,2.0552471585,2.25164639867,
Jackson Pond,Pollen,37.43255,-85.72462,0,2.326197809,1.608361131,0,0,0.694444444,1.1536938175,0,0,0,0,3.2920057125,13.39712919,0,0,0,1.428571429,0.688863375,1.724137931,0,0,0.937822351,
Jacobson Lake,Pollen,46.416944,-92.716944,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48087049557,1.72728061762,2.14618883814,0.996792706625,0.757530333333,0.690733719333,0.842494177909,0.867215811143,0.73335264525,
Spiritwood Lake,Pollen,47.074695,-98.5866,0,0,0,0,0,0,0,0,0,0,0,0.8779344505,2.216066482,0.2839398775,0.292021213,0.42628976175,0.4206074225,0.412960134,0.312861081667,0.36664992825,1.09482885071,0.284090909,
Kotiranta Lake,Pollen,46.72,-92.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,
Lake of the Clouds,Pollen,48,-91.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187055224167,
Lockport Gulf Section,Pollen,43.166667,-78.716667,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,
Mud Lake,Pollen,45.8576,-95.4609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64579890353,
Pickerel Lake,Pollen,45.501375,-97.27683,0,0,0,0,0,0,0,0,0,0,0,0,0.660066007,0,0,0,0,0,0,0,0,0,
Seidel,Pollen,44.45,-87.515556,0,0,0,0,0,0,0,0,0,0,3.25916220271,8.045977011,8.597285068,4.330663818,5.32972455467,3.039019661,4.02473027033,2.3218941665,1.8101029955,2.727272727,0,0,
Silver Lake,Pollen,40.35,-83.8,0,0,0,0,0.597014925,0.295857988,0.5848427885,2.363367799,5.444126074,0,0,0,0,0,0,0,0,0,0,0,0,1.33188359893,
Spirit Lake,Pollen,46.47,-86.958333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105263158,0,
Stotzel-Leis Site,Pollen,40.216667,-84.689444,0,0,0,0,0,0.626959248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Water Conservation Area 2A  Site 3 (Site U3),Pollen,26.2875,-80.411389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wintergreen Lake,Pollen,42.4,-85.383333,0,0,0,0,0,0,0,0,0,4.232605819,5.76420300633,2.320292623,5.37218851583,3.90641443867,2.56390760233,2.20113852,1.510479663,2.34006254267,1.4291289402,1.4905378015,3.13357080067,1.97736134442,
Dead Frog Pond,Pollen,42.574444,-72.508611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309917355,0.20768432,0.367647059,0.255918106,
Frovold Lake,Pollen,45.377,-95.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.264150943,
Irwin Smith Bog,Pollen,45.0265,-83.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492610837,0,0,0,0,0,0,
Elevenses Lake,Pollen,46.3815,-91.4935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755611377,0.6139517835,
Eska Lake,Pollen,45.19145,-90.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.425661914,1.171875,
Hell Hole Lake,Pollen,45.786565,-92.21898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689655172,1.132075472,
Martha Lake,Pollen,45.141805,-93.73915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6443410605,1.7673606868,1.36980549591,8.13362452314,
Buckley Pond Hollow,Pollen,46.334815,-69.049415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233508465,0,0,0,0,0.242130751,
Elk Lake,Pollen,47.18919,-95.21787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018862708,
Chesapeake Bay (MD99-2209),Pollen,38.88611111,-76.39444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289258455222,0.3560621598,0.528456542,0,0,0.340136054,0,0.660066007,
Emrick Lake,Pollen,43.800155,-89.59428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.027027027,1.53169692275,
BlueJ Lake,Pollen,46.405,-91.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519480519,
Lily Pond,Pollen,42.417875,-72.34693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300978179,
Crooked Lake,Pollen,46.24525,-89.29409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179691479,0.524475524,0.6511091705,0,0,0,0,0.511769706,0,
Jay Lake,Pollen,46.23435,-89.28155,0,0,0,0,0,0,0,0,0,0,0,1.42274315033,0.574807226,0.8481969215,2.044293015,3.77804725033,3.5079802395,2.2454773485,0.9915912025,1.4085039115,0.782436162667,0.6250251896,
Lily Warwick,Pollen,42.68839,-72.337185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577764014933,0.609310341639,
Otisville,Pollen,41.47025,-74.5244,0,0,0,0,0.449775112,0.607902736,0,1.5798479375,2.64473747175,0,1.502504174,0,0,0,0,0,0,0,0,0,0,0,
Capitola Lake,Pollen,45.519575,-89.55507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320512821,0,0,
