Site,Type,Latitude,Longitude,22000-21000,21000-20000,20000-19000,19000-18000,18000-17000,17000-16000,16000-15000,15000-14000,14000-13000,13000-12000,12000-11000,11000-10000,10000-9000,9000-8000,8000-7000,7000-6000,6000-5000,5000-4000,4000-3000,3000-2000,2000-1000,1000-present
Lake BI2,Pollen,57.116667,-76.378333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161812298,0,0.161112729333,0.176029254,0,0,
Boone Lake,Pollen,55.575,-119.433333,0,0,0,0,0,0,0,0,0,0,0.353982301,0.343642612,0,0,0,0,0,0,0,0,0,0,
Chase Pond,Pollen,45.651389,-60.675,0,0,0,0,0,0,0,0,0,0,0,0,0.152905199,0,0,0,0,0,0,0,0,0,
Crawford Lake,Pollen,43.5,-79.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23923445,0,
Crowfoot Lake,Pollen,51.65,-116.416667,0,0,0,0,0,0,0,0,0,0,0.288184438,0,0,0,0,0,0,0,0,0,0,0,
Graham Lake,Pollen,45.183333,-77.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976563435,0.1428505105,0.288461538,0.29154519,0.1388778035,0.194371841,
Grey Islands,Pollen,50.768889,-55.516667,0,0,0,0,0,0,0,0,0,0,0,0,2.702702703,0.323790762,0,0,0,0,0,0,0,0.346020761,
Lateral Pond,Pollen,65.942222,-135.514167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041373604,
Moraine Lake,Pollen,52.266667,-58.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182149362,0,0,0,0,0,0,
Point Escuminac,Pollen,47.075,-64.8,0,0,0,0,0,0,0,0,0,0,0,0,0.223713647,0.67114094,0,0,0,0,0,0,0,0,
Spring Lake (CA:British Columbia),Pollen,55.511389,-119.583333,0,0,0,0,0,0,0,0,0,0,0.245491538333,0,0,0,0,0,0,0,0,0,0,0,
Sulphur Lake,Pollen,60.95,-137.957778,0,0,0,0,0,0,0,0,0,0,0,0.396825397,0,0,0,0,0,0,0,0,0,0,
Basswood Road Lake/Splan Pond,Pollen,45.255556,-67.330556,0,0,0,0,0,0,0,0,0,0,0,0,0.170068027,0,0,0,0,0,0,0,0,0,
